journal,type,items,blogs,facebook,news,policies,twitter,wikipedia
ANALES DE PEDIATRIA,green,17,0,1,0,0,13,0
JOURNAL OF ENVIRONMENT & DEVELOPMENT,green,18,0,0,0,0,7,0
IEEE TRANSACTIONS ON NUCLEAR SCIENCE,green,468,1,6,4,1,98,0
BIOETHICS,green,82,11,13,8,0,72,2
JOURNAL OF CONSUMER RESEARCH,green,72,19,19,32,1,56,3
JOURNAL OF PRESSURE VESSEL TECHNOLOGY-TRANSACTIONS OF THE ASME,green,38,0,0,0,0,1,0
BRAIN IMAGING AND BEHAVIOR,green,199,15,34,29,2,155,4
COMPOSITES PART B-ENGINEERING,green,403,0,5,6,0,37,3
INTERNATIONAL JOURNAL OF MUSIC EDUCATION,green,25,0,1,1,0,8,0
NATURE REVIEWS IMMUNOLOGY,green,154,29,106,44,5,151,40
AMERICAN JOURNAL OF THERAPEUTICS,green,33,0,6,1,0,26,1
TAIWANESE JOURNAL OF MATHEMATICS,green,76,0,0,0,0,6,0
CYTOKINE & GROWTH FACTOR REVIEWS,green,75,1,3,0,0,38,6
JOURNAL OF HOMOTOPY AND RELATED STRUCTURES,green,116,2,1,0,0,25,0
PHYCOLOGICAL RESEARCH,green,9,0,3,0,0,0,0
ADVANCES IN NONLINEAR ANALYSIS,green,46,0,0,0,0,9,0
JOURNAL OF COMMUNITY HEALTH NURSING,green,13,0,0,0,1,4,0
IEEE SIGNAL PROCESSING MAGAZINE,green,104,12,8,5,1,42,5
JOURNAL OF SPORT AND HEALTH SCIENCE,green,55,3,11,5,2,48,0
JOURNAL OF CHEMOMETRICS,green,35,0,1,1,0,6,2
NEW TECHNOLOGY WORK AND EMPLOYMENT,green,27,2,2,3,2,23,1
BRAIN AND LANGUAGE,green,212,15,27,21,1,127,7
JOURNAL OF GEOGRAPHY,green,5,0,1,0,0,3,0
JOURNAL OF DATABASE MANAGEMENT,green,3,0,0,0,0,1,0
FASEB JOURNAL,green,1136,92,167,157,12,577,27
ENT-EAR NOSE & THROAT JOURNAL,green,2,0,0,0,0,0,0
PHARMACOLOGICAL REVIEWS,green,60,11,30,7,1,45,9
SPORTS MEDICINE,green,143,27,75,37,4,139,12
GASTROINTESTINAL ENDOSCOPY,green,176,5,89,7,10,118,0
DEVELOPMENTAL REVIEW,green,30,1,2,6,2,24,2
DATA TECHNOLOGIES AND APPLICATIONS,green,4,1,0,0,0,3,0
INTERNATIONAL JOURNAL OF DISASTER RISK SCIENCE,green,43,3,10,2,0,23,0
CANADIAN JOURNAL OF MICROBIOLOGY,green,164,21,40,0,1,74,1
CURRENT NEUROPHARMACOLOGY,green,312,14,40,33,3,109,26
BRAGANTIA,green,51,0,0,0,0,0,0
CORTEX,green,431,35,63,53,0,341,15
TRANSLATIONAL VISION SCIENCE & TECHNOLOGY,green,70,0,6,2,0,32,0
TEXT AND PERFORMANCE QUARTERLY,green,1,0,0,1,0,1,0
IKTISAT ISLETME VE FINANS,green,7,0,0,0,0,0,0
ONLINE INFORMATION REVIEW,green,30,7,2,0,3,20,0
FOLIA LINGUISTICA,green,18,0,0,0,0,1,2
NANOTOXICOLOGY,green,134,2,7,6,20,51,2
JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,green,508,23,13,10,21,214,5
TOXICOLOGY IN VITRO,green,165,3,12,8,7,60,1
EUROPEAN JOURNAL OF PLASTIC SURGERY,green,2,0,1,0,0,1,0
PHLEBOLOGY,green,29,1,7,0,3,11,1
CONTEMPORARY BRITISH HISTORY,green,38,5,1,0,0,30,3
JOURNAL OF CONTEMPORARY CRIMINAL JUSTICE,green,4,1,0,1,1,3,0
DIATOM RESEARCH,green,10,0,1,0,0,3,0
POMEGRANATE,green,1,0,0,0,0,1,0
JOURNAL OF MOLECULAR MEDICINE-JMM,green,157,6,14,5,0,70,4
JOURNAL OF BIOINFORMATICS AND COMPUTATIONAL BIOLOGY,green,43,1,0,0,0,12,1
GENETICS AND MOLECULAR RESEARCH,green,127,2,0,0,0,25,0
JOURNAL OF ISLAMIC STUDIES,green,2,0,1,0,0,1,0
BIRTH-ISSUES IN PERINATAL CARE,green,43,3,23,7,0,40,1
GROUP DYNAMICS-THEORY RESEARCH AND PRACTICE,green,14,0,0,1,0,5,1
JOURNAL OF PLANT PHYSIOLOGY,green,108,2,6,5,1,52,0
LANCET INFECTIOUS DISEASES,green,312,110,220,192,109,312,30
ANNALES DE PATHOLOGIE,green,1,0,0,0,0,0,0
JOURNAL OF APPLIED POULTRY RESEARCH,green,10,0,0,0,0,0,0
BIOTECHNOLOGY AND APPLIED BIOCHEMISTRY,green,16,0,2,0,0,10,0
RADIATION PHYSICS AND CHEMISTRY,green,95,1,6,5,0,14,0
SEMINARS IN ONCOLOGY,green,100,5,4,5,2,50,4
EUROPEAN JOURNAL OF ONCOLOGY NURSING,green,91,1,9,2,7,43,0
JOURNAL OF JEWISH THOUGHT & PHILOSOPHY,green,1,0,0,0,0,0,0
CURRENT CARDIOLOGY REPORTS,green,76,1,6,7,1,41,2
JOURNAL OF REAL-TIME IMAGE PROCESSING,green,47,0,1,0,0,5,0
FOCUS ON AUTISM AND OTHER DEVELOPMENTAL DISABILITIES,green,12,0,5,0,0,12,0
WILEY INTERDISCIPLINARY REVIEWS-DEVELOPMENTAL BIOLOGY,green,102,5,20,3,2,62,6
CIRCUIT WORLD,green,6,0,0,1,0,2,0
PSYCHONEUROENDOCRINOLOGY,green,575,91,271,98,14,462,16
JOURNAL OF NEUROSCIENCE RESEARCH,green,224,7,37,26,0,151,3
ORGANIC & BIOMOLECULAR CHEMISTRY,green,982,94,33,26,0,315,9
JOURNAL OF FAMILY AND ECONOMIC ISSUES,green,4,0,0,1,0,2,0
INDIAN JOURNAL OF PHARMACEUTICAL SCIENCES,green,216,0,5,1,0,40,2
ANNALS OF THE RHEUMATIC DISEASES,green,548,31,218,168,41,452,19
CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE,green,128,51,31,36,8,123,8
MOLECULAR BIOSYSTEMS,green,281,8,11,7,1,148,7
NPJ SYSTEMS BIOLOGY AND APPLICATIONS,green,28,4,5,5,0,28,4
EUPHYTICA,green,117,3,5,3,0,17,0
IEEE MICROWAVE AND WIRELESS COMPONENTS LETTERS,green,121,0,1,0,0,17,0
CHILD & FAMILY BEHAVIOR THERAPY,green,12,1,0,0,0,2,0
EARTH SCIENCE INFORMATICS,green,23,0,2,0,1,7,0
COASTAL MANAGEMENT,green,15,2,1,1,0,5,0
PERSPECTIVES ON SEXUAL AND REPRODUCTIVE HEALTH,green,57,8,9,7,7,50,0
GEOPHYSICAL JOURNAL INTERNATIONAL,green,1007,36,29,37,3,262,9
DIALOG-A JOURNAL OF THEOLOGY,green,2,0,0,0,0,0,0
YONAGO ACTA MEDICA,green,20,0,0,0,0,1,0
JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART A,green,357,7,16,24,0,83,1
ENVIRONMENTAL FLUID MECHANICS,green,77,1,0,0,0,8,1
JOURNAL OF IMMUNOLOGY RESEARCH,green,154,0,7,3,0,65,2
MODERN LANGUAGE JOURNAL,green,23,0,4,0,0,15,0
AFRICAN INVERTEBRATES,green,41,3,13,3,1,18,6
COMPREHENSIVE PSYCHIATRY,green,194,6,63,10,5,143,1
INTERFACES,green,32,2,1,0,1,12,1
NEUROSCIENCE,green,1325,41,101,66,5,624,27
BEILSTEIN JOURNAL OF ORGANIC CHEMISTRY,green,164,0,3,5,0,58,1
JOURNAL OF SEDIMENTARY RESEARCH,green,54,0,3,0,0,36,0
AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,green,42,0,1,0,0,2,0
JOURNAL OF PIPELINE SYSTEMS ENGINEERING AND PRACTICE,green,5,0,0,0,0,0,0
PHYTOCHEMICAL ANALYSIS,green,22,3,2,2,0,8,0
JOURNAL OF MOLECULAR CATALYSIS A-CHEMICAL,green,59,0,1,0,0,1,0
REVIEW OF HIGHER EDUCATION,green,11,0,0,0,0,6,1
JOURNAL OF THE PHILOSOPHY OF SPORT,green,14,0,0,0,0,7,0
ANTICANCER RESEARCH,green,66,0,2,0,0,5,0
GERMAN JOURNAL OF HUMAN RESOURCE MANAGEMENT-ZEITSCHRIFT FUR PERSONALFORSCHUNG,green,5,0,0,0,0,2,0
EUROPEAN NEUROPSYCHOPHARMACOLOGY,green,178,13,97,8,1,146,10
ENTOMOLOGICA AMERICANA,green,1,0,0,0,0,1,0
TIERAERZTLICHE PRAXIS AUSGABE KLEINTIERE HEIMTIERE,green,1,0,1,0,0,1,0
SPANISH JOURNAL OF FINANCE AND ACCOUNTING-REVISTA ESPANOLA DE FINANCIACION Y CONTABILIDA,green,10,0,1,0,0,2,0
JOURNAL OF COMPUTATIONAL SCIENCE,green,119,0,6,0,1,38,0
STEM CELLS AND DEVELOPMENT,green,728,63,47,37,0,354,13
CONTRACEPTION,green,249,27,33,42,31,143,9
RADICAL HISTORY REVIEW,green,6,0,0,0,0,2,0
ECOHYDROLOGY,green,60,1,8,2,0,49,1
ACTA PAEDIATRICA,green,187,11,36,14,7,129,1
IETE TECHNICAL REVIEW,green,9,0,0,0,0,0,0
RADIOPROTECTION,green,187,0,1,0,0,10,0
JALA,green,31,2,3,1,0,16,2
CADERNOS DE SAUDE PUBLICA,green,248,0,23,3,4,70,2
CULTURAL GEOGRAPHIES,green,69,2,7,1,1,53,3
ACTA ACUSTICA UNITED WITH ACUSTICA,green,124,0,1,2,1,37,1
EDUCATIONAL POLICY,green,2,1,0,0,0,0,0
JOURNAL OF AGRONOMY AND CROP SCIENCE,green,20,1,1,0,0,5,0
BMC ORAL HEALTH,green,158,14,12,6,0,62,4
ORTHOPAEDIC JOURNAL OF SPORTS MEDICINE,green,1,1,1,0,0,1,0
SOCIAL DEVELOPMENT,green,95,6,22,10,1,62,1
REVUE D HISTOIRE MODERNE ET CONTEMPORAINE,green,6,0,0,0,0,1,0
OPEN ASTRONOMY,green,28,13,1,1,0,19,0
STYLE,green,3,0,0,0,0,0,0
EUROPEAN JOURNAL OF ARCHAEOLOGY,green,31,3,3,3,0,16,3
RESOURCE AND ENERGY ECONOMICS,green,115,5,3,3,7,25,1
INTERNATIONAL JOURNAL OF CLINICAL PHARMACOLOGY AND THERAPEUTICS,green,30,0,1,1,1,5,0
APPLIED SOFT COMPUTING,green,269,3,15,3,0,64,4
NUTRITION & DIABETES,green,47,2,12,5,0,34,2
CHEMELECTROCHEM,green,100,3,7,5,0,93,0
EXPLICATOR,green,4,0,0,0,0,1,0
IRAL-INTERNATIONAL REVIEW OF APPLIED LINGUISTICS IN LANGUAGE TEACHING,green,18,0,0,0,0,2,0
COMPEL-THE INTERNATIONAL JOURNAL FOR COMPUTATION AND MATHEMATICS IN ELECTRICAL AND ELECTRONIC ENGINEERING,green,64,0,0,2,0,5,0
PHARMACEUTICAL RESEARCH,green,349,10,16,19,1,101,3
CONTINENTAL PHILOSOPHY REVIEW,green,9,0,1,0,0,3,0
THEORETICAL AND COMPUTATIONAL FLUID DYNAMICS,green,37,0,3,1,0,27,0
OPEN MEDICINE,green,40,1,3,1,0,6,0
MEDICAL ANTHROPOLOGY QUARTERLY,green,29,24,11,1,1,23,0
ADVANCES IN CHRONIC KIDNEY DISEASE,green,72,12,5,6,2,39,1
JOURNAL OF MENS HEALTH,green,10,0,0,0,0,6,0
CLINICS,green,188,0,11,1,0,49,1
CHEMICAL PHYSICS,green,214,7,10,1,0,79,2
BULLETIN OF MATHEMATICAL SCIENCES,green,52,0,1,0,0,13,0
CRITICAL PUBLIC HEALTH,green,76,30,18,9,6,67,1
JOURNAL OF GERIATRIC PSYCHIATRY AND NEUROLOGY,green,40,1,14,6,1,37,1
REVIEW OF DEVELOPMENT ECONOMICS,green,114,5,4,2,6,31,2
DU BOIS REVIEW-SOCIAL SCIENCE RESEARCH ON RACE,green,10,4,3,3,1,9,1
MOVING IMAGE,green,1,0,0,0,0,0,0
CIENCIA E TECNICA VITIVINICOLA,green,48,0,0,0,0,0,0
SOCIOLOGICAL METHODOLOGY,green,20,1,1,1,2,12,1
INTERNATIONAL JOURNAL OF AEROACOUSTICS,green,36,0,0,0,0,1,0
MEN AND MASCULINITIES,green,21,4,9,2,1,18,1
MATHEMATICAL METHODS IN THE APPLIED SCIENCES,green,389,1,9,1,0,169,1
JOURNAL OF CYSTIC FIBROSIS,green,91,2,7,6,4,80,0
ENTERPRISE & SOCIETY,green,22,1,1,1,0,9,0
ENTOMOLOGICAL NEWS,green,1,0,0,0,0,0,0
POLAR-POLITICAL AND LEGAL ANTHROPOLOGY REVIEW,green,13,4,2,0,0,8,1
PHYTOPARASITICA,green,11,0,0,0,0,0,0
PLURALIST,green,1,0,0,0,0,0,0
JOURNAL OF MULTICULTURAL COUNSELING AND DEVELOPMENT,green,9,0,1,0,0,3,0
GRUNDWASSER,green,3,0,0,0,0,0,0
NATURE REVIEWS MATERIALS,green,19,3,17,6,1,19,1
ASIAN JOURNAL OF TECHNOLOGY INNOVATION,green,5,0,0,0,0,1,0
WILEY INTERDISCIPLINARY REVIEWS-DATA MINING AND KNOWLEDGE DISCOVERY,green,38,2,4,1,0,20,0
METABOLIC BRAIN DISEASE,green,106,5,8,4,0,45,1
AGE,green,627,53,73,41,5,297,12
DRUG METABOLISM AND DISPOSITION,green,264,6,16,5,3,59,10
KYBERNETIKA,green,115,0,0,0,0,2,1
MANAGEMENT COMMUNICATION QUARTERLY,green,8,0,2,0,0,5,0
JOURNAL OF MATERIAL CULTURE,green,31,0,1,2,0,13,2
RILCE-REVISTA DE FILOLOGIA HISPANICA,green,80,0,0,1,0,5,0
CHILDRENS HEALTH CARE,green,22,0,1,0,0,3,0
ELECTRONIC COMMUNICATIONS IN PROBABILITY,green,452,2,6,1,0,94,0
JOURNAL OF MICROBIOLOGY IMMUNOLOGY AND INFECTION,green,7,0,0,0,0,2,0
CATENA,green,148,8,6,2,1,42,1
JOURNAL OF CHILD AND FAMILY STUDIES,green,267,10,23,19,9,89,1
IMMUNOTHERAPY,green,103,4,5,5,1,54,1
COMPUTERS & ELECTRICAL ENGINEERING,green,76,0,1,0,0,10,0
AFRICAN JOURNAL OF ECOLOGY,green,37,6,14,6,1,23,3
PREVENTIVE MEDICINE,green,593,62,110,94,60,417,7
IMA JOURNAL OF MATHEMATICAL CONTROL AND INFORMATION,green,28,0,0,1,0,4,0
JOURNAL OF ENTERPRISE INFORMATION MANAGEMENT,green,6,0,0,0,0,1,0
ACTA BIOLOGICA CRACOVIENSIA SERIES BOTANICA,green,28,0,0,0,0,2,0
INTERNATIONAL BUSINESS REVIEW,green,150,1,3,2,3,31,0
ADDICTION,green,542,97,130,150,86,478,19
ASIA PACIFIC JOURNAL OF HUMAN RESOURCES,green,11,0,2,0,0,5,0
Annual Review of Genomics and Human Genetics,green,29,7,6,4,4,25,5
SPACE WEATHER-THE INTERNATIONAL JOURNAL OF RESEARCH AND APPLICATIONS,green,166,33,43,25,1,131,3
JOURNAL OF THE CHINESE CHEMICAL SOCIETY,green,7,0,0,0,0,1,0
INTERNATIONAL JOURNAL OF ODONATOLOGY,green,5,0,2,0,0,2,0
JOURNAL OF ADHESION SCIENCE AND TECHNOLOGY,green,84,0,5,0,0,4,1
WESTERN JOURNAL OF COMMUNICATION,green,7,0,1,1,0,2,1
COLD SPRING HARBOR PERSPECTIVES IN BIOLOGY,green,110,8,24,14,1,68,4
COMPARATIVE EDUCATION,green,42,2,1,3,4,18,0
CLINICAL PSYCHOLOGY REVIEW,green,134,27,44,22,15,128,24
JOURNAL OF MANAGEMENT & ORGANIZATION,green,31,2,1,0,0,6,0
JOURNAL OF PATIENT SAFETY,green,15,2,11,2,0,15,0
TRANSINFORMACAO,green,30,1,4,0,0,8,0
MUSLIM WORLD,green,11,0,3,0,0,8,0
WORLD ARCHAEOLOGY,green,63,7,16,3,0,43,5
JOURNAL OF VACUUM SCIENCE & TECHNOLOGY B,green,199,5,8,2,0,63,1
JOURNAL OF NATURAL HISTORY,green,24,3,2,2,0,7,3
CARCINOGENESIS,green,98,6,11,9,0,43,0
APPLIED PSYCHOLINGUISTICS,green,84,1,10,3,3,31,2
TOXICOLOGY,green,178,7,17,8,14,68,6
JOURNAL OF CARDIOPULMONARY REHABILITATION AND PREVENTION,green,48,2,33,6,1,44,0
JOURNAL OF GEOLOGY,green,38,1,2,3,0,4,2
TOPICS IN CLINICAL NUTRITION,green,7,0,4,0,0,7,0
JOURNAL OF BIOLOGICAL SYSTEMS,green,16,0,0,0,0,3,0
PHARMACOLOGICAL RESEARCH,green,219,7,24,10,1,100,9
INTERNATIONAL JOURNAL OF SPORTS MEDICINE,green,125,6,41,8,1,102,1
JOURNAL OF ORGANIZATIONAL CHANGE MANAGEMENT,green,49,0,0,0,1,12,0
TEXTILE RESEARCH JOURNAL,green,122,0,12,1,0,14,0
EXPERT OPINION ON INVESTIGATIONAL DRUGS,green,55,1,3,1,0,43,4
MOLECULAR AND CELLULAR BIOCHEMISTRY,green,120,0,4,2,1,17,1
SALUD PUBLICA DE MEXICO,green,13,0,3,0,0,4,0
JOURNAL OF CYTOLOGY,green,44,0,0,0,0,7,0
STUDIES IN EAST EUROPEAN THOUGHT,green,9,0,3,0,0,3,0
JOURNAL OF OVARIAN RESEARCH,green,41,1,0,1,0,15,0
ACM COMPUTING SURVEYS,green,134,3,5,4,1,75,13
FINANCIAL MANAGEMENT,green,75,1,59,3,0,69,1
MECHANICS BASED DESIGN OF STRUCTURES AND MACHINES,green,9,0,0,0,0,0,0
ETHICS AND INFORMATION TECHNOLOGY,green,48,7,12,7,4,43,4
OXIDATIVE MEDICINE AND CELLULAR LONGEVITY,green,396,6,35,14,0,144,0
DIVERSITY-BASEL,green,7,0,1,1,0,6,0
FOOD HYDROCOLLOIDS,green,239,0,2,0,0,41,0
ECOLOGICAL ENGINEERING,green,187,1,12,7,6,59,2
FOOD QUALITY AND PREFERENCE,green,115,6,18,9,2,50,2
RESEARCH IN NURSING & HEALTH,green,77,2,7,4,4,55,2
COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,green,193,2,22,6,0,61,1
MICROBIAL ECOLOGY,green,128,15,6,4,0,77,2
JOURNAL OF URBAN HISTORY,green,15,0,2,0,0,6,0
IEEE COMMUNICATIONS MAGAZINE,green,377,5,8,8,2,124,4
LOGIC JOURNAL OF THE IGPL,green,65,0,4,0,0,25,0
WIENER KLINISCHE WOCHENSCHRIFT,green,40,1,5,3,1,18,0
PROCEEDINGS OF THE ACADEMY OF NATURAL SCIENCES OF PHILADELPHIA,green,1,0,0,0,0,0,1
EURASIP JOURNAL ON IMAGE AND VIDEO PROCESSING,green,66,0,7,1,0,9,1
ECOLOGICAL ECONOMICS,green,373,27,97,33,38,220,7
PHILOSOPHY AND LITERATURE,green,15,0,0,0,0,1,0
ACTA NEUROBIOLOGIAE EXPERIMENTALIS,green,37,0,0,0,0,1,0
JOURNAL OF BERRY RESEARCH,green,1,0,0,0,0,1,0
GEOSCIENTIFIC INSTRUMENTATION METHODS AND DATA SYSTEMS,green,53,0,1,1,1,4,2
MONTHLY REVIEW-AN INDEPENDENT SOCIALIST MAGAZINE,green,5,0,0,0,0,0,0
TRANSACTIONS OF THE INSTITUTIONS OF MINING AND METALLURGY SECTION B-APPLIED EARTH SCIENCE,green,4,0,0,0,0,0,0
JOURNAL OF THE SOUTHWEST,green,2,0,0,0,0,1,0
MACROMOLECULAR CHEMISTRY AND PHYSICS,green,60,0,8,10,0,28,1
JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM,green,417,22,99,54,10,290,17
CHINA COMMUNICATIONS,green,13,0,0,0,0,2,0
ANTI-CANCER DRUGS,green,90,0,4,0,0,76,3
COMPUTATIONAL GEOMETRY-THEORY AND APPLICATIONS,green,200,3,3,1,0,31,4
SIAM JOURNAL ON NUMERICAL ANALYSIS,green,527,1,4,0,0,102,3
INTERNATIONAL JOURNAL OF ENVIRONMENTAL SCIENCE AND TECHNOLOGY,green,1012,13,10,2,5,25,2
CELLULAR POLYMERS,green,3,0,0,0,0,0,0
MINERVA CARDIOANGIOLOGICA,green,1,0,0,0,0,1,0
THERAPEUTIC ADVANCES IN MEDICAL ONCOLOGY,green,129,4,12,6,5,65,3
ANTARCTIC SCIENCE,green,82,3,8,1,1,40,2
RENDICONTI DEL SEMINARIO MATEMATICO DELLA UNIVERSITA DI PADOVA,green,78,0,0,0,0,4,0
EUROPEAN JOURNAL OF CANCER PREVENTION,green,75,2,11,3,2,44,1
ARCHIVES OF NEUROLOGY,green,7,2,3,2,0,6,0
KINESIOLOGY,green,5,0,0,0,0,2,0
OPERATIVE NEUROSURGERY,green,17,1,2,2,0,6,1
ENGLISH LANGUAGE & LINGUISTICS,green,33,0,0,0,0,8,2
IEEE TRANSACTIONS ON BROADCASTING,green,80,1,3,0,0,14,0
AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS,green,243,89,25,66,94,212,29
NEUROPHARMACOLOGY,green,863,60,73,75,10,379,48
RECENT PATENTS ON ANTI-CANCER DRUG DISCOVERY,green,5,0,0,0,0,1,0
JOURNAL OF INNOVATIVE OPTICAL HEALTH SCIENCES,green,33,1,1,1,0,5,0
IET COMPUTER VISION,green,39,0,0,0,0,9,0
ASTROPHYSICAL JOURNAL,green,18498,5392,2270,1727,10,15712,964
ANNALS OF THORACIC AND CARDIOVASCULAR SURGERY,green,34,1,0,2,0,3,0
JOURNAL OF INTERNATIONAL CRIMINAL JUSTICE,green,25,4,2,0,1,13,0
NEPHRON CLINICAL PRACTICE,green,22,0,0,0,1,1,0
ACTA PSYCHOLOGICA,green,181,10,21,7,0,116,2
DIPLOMATIC HISTORY,green,12,2,2,0,0,9,1
SEWANEE REVIEW,green,1,0,0,0,0,0,0
INTERNATIONAL JOURNAL OF NANOTECHNOLOGY,green,21,1,1,1,0,4,1
PROCESS SAFETY PROGRESS,green,7,0,0,0,0,1,0
REVIEWS IN THE NEUROSCIENCES,green,44,2,4,6,0,14,2
AUSTRALIAN & NEW ZEALAND JOURNAL OF STATISTICS,green,29,0,1,0,1,6,0
ICHTHYOLOGICAL RESEARCH,green,18,1,0,0,0,5,1
ACM TRANSACTIONS ON MODELING AND COMPUTER SIMULATION,green,41,1,0,0,0,2,0
CANADIAN MODERN LANGUAGE REVIEW-REVUE CANADIENNE DES LANGUES VIVANTES,green,9,0,0,0,0,1,0
JOURNAL OF VETERINARY RESEARCH,green,2,0,0,0,0,0,0
ECOLOGICAL PSYCHOLOGY,green,14,1,2,0,0,8,0
LAW AND PHILOSOPHY,green,32,3,2,0,0,12,0
ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY,green,42,0,14,3,1,27,1
PARERGON,green,2,0,0,0,0,2,0
AMERICAN JOURNAL OF CARDIOVASCULAR DRUGS,green,22,0,2,3,1,14,0
SIAM JOURNAL ON IMAGING SCIENCES,green,358,8,9,1,0,63,4
CHINA OCEAN ENGINEERING,green,13,0,0,0,0,0,0
NATURAL RESOURCES RESEARCH,green,2,1,0,1,1,2,1
ADVANCED OPTICAL MATERIALS,green,185,7,16,55,0,87,3
MEDICAL PRINCIPLES AND PRACTICE,green,84,0,3,3,1,17,0
JOURNAL OF GERIATRIC PHYSICAL THERAPY,green,30,3,30,0,0,29,0
CLINICAL GENITOURINARY CANCER,green,101,0,4,2,1,29,1
ENVIRONMENTAL BIOLOGY OF FISHES,green,53,3,8,2,1,36,3
PHYSIOLOGICAL MEASUREMENT,green,231,5,13,7,2,93,2
REVISTA ESPANOLA DE CARDIOLOGIA,green,9,0,0,0,0,2,0
CONSUMPTION MARKETS & CULTURE,green,27,0,0,3,0,13,0
MODERN DRAMA,green,5,0,0,0,0,0,0
COMPUTATIONAL PARTICLE MECHANICS,green,36,0,2,1,0,26,0
TRANSACTIONS OF THE ROYAL SOCIETY OF SOUTH AUSTRALIA,green,6,0,0,0,0,3,0
NUCLEIC ACIDS RESEARCH,green,985,83,100,54,0,880,37
AMERICAN JOURNAL OF BIOETHICS,green,39,16,14,17,2,37,1
ACM TRANSACTIONS ON INTELLIGENT SYSTEMS AND TECHNOLOGY,green,86,2,1,1,1,11,0
JOURNAL OF PRAGMATICS,green,145,7,10,3,1,67,3
ZEITSCHRIFT FUR AGYPTISCHE SPRACHE UND ALTERTUMSKUNDE,green,6,0,0,0,0,0,0
ARCHIVES OF SEXUAL BEHAVIOR,green,290,30,63,56,10,257,15
JOURNAL OF MEMBRANE SCIENCE,green,429,3,7,12,1,64,7
ACI STRUCTURAL JOURNAL,green,14,0,0,0,0,0,0
CANADIAN JOURNAL OF SURGERY,green,54,1,3,5,1,9,2
EDUCATIONAL ADMINISTRATION QUARTERLY,green,8,0,1,1,1,8,0
JOURNAL OF FOURIER ANALYSIS AND APPLICATIONS,green,204,0,2,0,0,34,0
JOURNAL OF ELECTRON SPECTROSCOPY AND RELATED PHENOMENA,green,103,0,1,2,2,32,0
DRVNA INDUSTRIJA,green,223,0,0,0,0,0,0
GEOLOGICAL JOURNAL,green,8,1,0,0,0,1,0
ECOLOGICAL CHEMISTRY AND ENGINEERING S-CHEMIA I INZYNIERIA EKOLOGICZNA S,green,8,1,0,0,0,2,0
JOURNAL OF CHEMICAL RESEARCH,green,20,0,7,0,0,18,1
SOCIO-ECONOMIC PLANNING SCIENCES,green,17,0,0,1,0,3,0
JOURNAL OF ORAL SCIENCE,green,18,0,0,0,0,3,0
BOTANY,green,126,6,16,4,0,33,6
COMMENTS ON INORGANIC CHEMISTRY,green,5,0,0,0,0,3,0
ACTA BIOLOGICA COLOMBIANA,green,60,0,19,0,0,15,0
OCEANOLOGIA,green,22,0,0,0,0,4,0
JOURNAL OF TELEMEDICINE AND TELECARE,green,67,1,6,5,7,53,2
JOURNAL OF SPORT & EXERCISE PSYCHOLOGY,green,94,4,6,9,1,39,0
AUSTRALIAN METEOROLOGICAL AND OCEANOGRAPHIC JOURNAL,green,8,0,0,0,2,0,0
OUTLOOK ON AGRICULTURE,green,22,0,1,0,0,4,0
JOURNAL OF ARTIFICIAL ORGANS,green,6,0,0,1,0,1,0
IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS,green,277,4,12,1,1,133,3
FOUNDATIONS AND TRENDS IN INFORMATION RETRIEVAL,green,5,0,0,0,0,3,0
MANAGEMENT OF BIOLOGICAL INVASIONS,green,46,1,2,2,1,5,1
JOURNAL OF MEDICAL BIOCHEMISTRY,green,2,0,0,0,0,0,0
JOURNAL OF KOREAN NEUROSURGICAL SOCIETY,green,76,1,3,0,0,7,0
INTERNATIONAL JOURNAL OF NURSING STUDIES,green,215,7,75,12,15,183,2
JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS,green,263,0,6,0,0,41,4
POLISH JOURNAL OF VETERINARY SCIENCES,green,6,0,0,0,0,2,0
PHYSICAL REVIEW APPLIED,green,920,42,68,84,0,803,9
JOURNAL OF MOLECULAR MICROBIOLOGY AND BIOTECHNOLOGY,green,19,0,0,1,0,5,0
NEUROCIRUGIA,green,1,0,0,0,0,1,0
IEEE DESIGN & TEST,green,28,0,0,2,0,4,0
AMERICAN SPEECH,green,9,0,1,0,0,1,0
SEMINARS IN ARTHRITIS AND RHEUMATISM,green,102,2,21,19,1,61,2
SPINE JOURNAL,green,150,6,26,29,6,107,4
JOURNAL OF HUMAN DEVELOPMENT AND CAPABILITIES,green,42,0,3,0,3,18,1
CURRENT TOPICS IN MICROBIOLOGY AND IMMUNOLOGY,green,92,2,6,5,1,41,6
LANGUAGE RESOURCES AND EVALUATION,green,61,0,8,0,0,32,0
CESIFO ECONOMIC STUDIES,green,82,7,2,3,5,31,0
CANADIAN RESPIRATORY JOURNAL,green,229,0,4,3,4,21,2
