journal,type,items,blogs,facebook,news,policies,twitter,wikipedia
INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,open,95,1,17,3,5,73,0
JOURNAL OF EVALUATION IN CLINICAL PRACTICE,open,196,8,24,15,10,120,2
JOURNAL OF INTERNAL MEDICINE,open,463,33,131,72,22,322,11
JOURNAL OF CHEMICAL THERMODYNAMICS,closed,2396,5,23,4,0,65,3
NURSING HISTORY REVIEW,open,1,0,0,0,0,0,0
JOURNAL OF BRAND MANAGEMENT,closed,56,0,0,0,0,8,0
GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,open,291,117,108,75,88,261,12
JOURNAL OF THE INSTITUTE OF MATHEMATICS OF JUSSIEU,closed,43,0,0,0,0,0,0
IEEE TRANSACTIONS ON MULTIMEDIA,closed,1060,4,4,6,1,31,4
JOURNAL OF VETERINARY MEDICAL EDUCATION,closed,343,2,24,7,0,109,2
JOURNAL OF AFRICAN EARTH SCIENCES,open,82,1,4,4,0,16,5
SCIENTIA IRANICA,open,737,0,0,0,0,4,0
AUSTRALIAN ECONOMIC REVIEW,closed,248,9,2,15,37,69,2
MINDFULNESS,closed,523,56,212,41,9,320,5
ONKOLOGIE,open,45,0,2,0,0,14,0
INFANCY,open,110,6,31,5,0,74,5
AVIATION SPACE AND ENVIRONMENTAL MEDICINE,closed,376,6,6,12,8,54,9
HISTORISCHE ZEITSCHRIFT,closed,132,0,2,0,0,6,1
EUROPEAN JOURNAL FOR PHILOSOPHY OF RELIGION,closed,29,0,0,0,0,0,0
ACM TRANSACTIONS ON THE WEB,open,29,1,0,0,0,9,0
BEHAVIOUR,open,58,2,2,3,0,38,3
REVIEW OF ECONOMIC DESIGN,closed,67,0,1,0,0,4,0
ANTI-CORROSION METHODS AND MATERIALS,open,6,0,0,0,0,0,0
LONDON JOURNAL,open,14,1,1,1,0,12,1
JOURNAL OF SPINAL CORD MEDICINE,closed,123,1,117,2,0,76,1
BRITTONIA,open,10,1,1,0,0,1,0
VETERINARY CLINICS OF NORTH AMERICA-EQUINE PRACTICE,open,5,1,1,0,0,2,0
AMERICAN JEWISH HISTORY,open,3,0,0,0,0,0,1
PLANT CELL,closed,84,68,79,20,0,83,1
JOURNAL OF RESEARCH OF THE NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,closed,20,0,0,1,0,0,0
PROGRESS IN ORGANIC COATINGS,open,102,0,0,0,0,7,0
EUROPEAN UROLOGY SUPPLEMENTS,open,1,0,0,0,0,0,0
GENE EXPRESSION,closed,19,0,2,0,0,3,0
Annual Review of Neuroscience,open,41,8,9,9,1,33,4
ARTIFICIAL INTELLIGENCE,closed,210,3,4,3,0,67,4
NOVON,open,11,0,0,0,0,1,1
IEEE CONSUMER ELECTRONICS MAGAZINE,open,25,0,1,0,0,7,0
CLINICAL CHEMISTRY,closed,124,2,9,16,0,59,2
JOURNAL OF ENVIRONMENT & DEVELOPMENT,closed,91,7,10,6,10,53,0
GENETIC PROGRAMMING AND EVOLVABLE MACHINES,closed,84,0,0,0,0,14,1
CANADIAN GEOTECHNICAL JOURNAL,open,305,11,277,2,0,280,1
JOURNAL OF OROFACIAL ORTHOPEDICS-FORTSCHRITTE DER KIEFERORTHOPADIE,open,13,0,1,1,0,1,1
CELL CALCIUM,closed,418,1,7,4,0,149,5
HUMAN PATHOLOGY,open,226,2,25,4,3,137,0
NUTRITION,open,186,21,66,26,4,122,3
M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,open,75,3,6,5,0,20,2
AGROFORESTRY SYSTEMS,open,97,5,8,4,8,35,0
OZONE-SCIENCE & ENGINEERING,closed,352,0,5,0,1,7,0
DIFFERENCES-A JOURNAL OF FEMINIST CULTURAL STUDIES,open,13,6,1,0,0,4,4
EXPRESSIONS MAGHREBINES,open,4,0,0,0,0,0,0
JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,closed,722,1,9,3,1,66,0
ENCEPHALE-REVUE DE PSYCHIATRIE CLINIQUE BIOLOGIQUE ET THERAPEUTIQUE,closed,522,11,32,13,3,239,6
EDUCATION AND URBAN SOCIETY,closed,228,23,14,9,7,96,5
EUROPEAN EARLY CHILDHOOD EDUCATION RESEARCH JOURNAL,open,38,0,5,2,0,22,0
JOURNAL OF FOLKLORE RESEARCH,closed,54,2,5,1,0,15,0
FLUCTUATION AND NOISE LETTERS,closed,225,1,1,0,0,4,1
REGULATORY TOXICOLOGY AND PHARMACOLOGY,closed,1065,16,43,31,67,301,10
IET ELECTRIC POWER APPLICATIONS,closed,647,0,2,2,0,32,2
COMPREHENSIVE PSYCHIATRY,closed,1051,23,329,35,15,729,15
IEEE MAGNETICS LETTERS,open,57,0,0,0,0,12,0
SURGICAL CLINICS OF NORTH AMERICA,open,20,0,2,1,0,10,0
MOBILITIES,closed,228,3,53,7,4,151,0
FOLK LIFE-JOURNAL OF ETHNOLOGICAL STUDIES,open,2,0,0,0,0,0,0
CLINICAL MICROBIOLOGY AND INFECTION,closed,394,18,193,17,10,357,7
SEMICONDUCTORS AND SEMIMETALS,open,2,0,0,0,0,0,0
JAHRBUCHER FUR NATIONALOKONOMIE UND STATISTIK,open,33,0,0,0,0,1,0
IRAN-JOURNAL OF THE BRITISH INSTITUTE OF PERSIAN STUDIES,closed,40,0,0,0,0,3,0
CURRENT POLLUTION REPORTS,open,36,0,1,0,1,9,1
LASER AND PARTICLE BEAMS,closed,494,0,2,2,0,24,0
ANTI-CANCER AGENTS IN MEDICINAL CHEMISTRY,open,55,1,2,1,0,6,2
MARINE BIODIVERSITY,closed,504,3,46,11,3,106,19
BRAZILIAN JOURNAL OF POULTRY SCIENCE,open,477,0,1,0,0,10,2
AMERICAN JOURNAL OF HOSPICE & PALLIATIVE MEDICINE,open,98,0,44,2,2,75,0
CONTEMPORARY SOCIOLOGY-A JOURNAL OF REVIEWS,open,2,0,1,0,0,2,0
INTERNATIONAL JOURNAL OF LAW AND PSYCHIATRY,closed,433,28,90,20,15,288,7
NUTRIENT CYCLING IN AGROECOSYSTEMS,closed,412,3,15,2,12,47,1
JOURNAL FOR THE STUDY OF THE NEW TESTAMENT,open,15,0,1,0,0,8,0
GERIATRIC NURSING,closed,343,4,28,9,14,134,0
COMPUTER APPLICATIONS IN ENGINEERING EDUCATION,open,40,0,1,0,0,5,0
STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,open,142,2,6,6,0,46,1
EMBO REPORTS,closed,110,9,25,14,0,100,6
PHARMACEUTICS,open,408,4,17,11,0,298,3
CURRENT ONCOLOGY,closed,2,0,0,0,0,1,0
COMMUNICATIONS IN COMPUTATIONAL PHYSICS,closed,659,0,1,0,0,4,0
AI MAGAZINE,closed,75,0,0,0,1,0,1
JOURNAL OF WORLD ENERGY LAW & BUSINESS,closed,177,4,11,0,3,48,2
THEORETICAL ECOLOGY,closed,185,6,8,2,1,58,0
HEAT TRANSFER ENGINEERING,open,71,0,0,0,0,3,0
ASIA-PACIFIC JOURNAL OF OPERATIONAL RESEARCH,open,28,0,0,0,0,1,0
AUTOPHAGY,closed,175,4,23,10,0,107,1
POLYMER CHEMISTRY,open,924,13,388,12,1,613,4
BIOANALYSIS,closed,1139,128,33,15,3,315,9
ANIMAL FEED SCIENCE AND TECHNOLOGY,closed,1271,14,17,26,8,64,3
AMERICAN JOURNAL OF SURGICAL PATHOLOGY,open,205,8,71,6,6,181,8
BRITISH JOURNAL OF CRIMINOLOGY,open,127,20,17,29,17,122,6
DOKLADY MATHEMATICS,open,59,0,0,1,0,12,0
PERSPECTIVES-STUDIES IN TRANSLATOLOGY,open,1,0,0,0,0,0,0
CHEMICAL ENGINEERING JOURNAL,open,744,7,12,9,3,121,1
NURSE EDUCATION TODAY,closed,1499,8,74,13,17,786,3
AEROBIOLOGIA,closed,257,4,8,8,1,40,3
JOURNAL OF AGRONOMY AND CROP SCIENCE,closed,305,4,15,13,0,42,2
JOURNAL OF CONSTRUCTIVIST PSYCHOLOGY,closed,146,3,8,4,0,25,3
ALGAE,open,98,3,0,1,0,1,2
PHARMACEUTICAL CHEMISTRY JOURNAL,open,5,0,0,0,0,0,0
BMGN-THE LOW COUNTRIES HISTORICAL REVIEW,open,79,2,31,0,0,54,1
JOURNAL OF PEST SCIENCE,closed,502,6,19,8,2,75,4
AUSTRALIAN JOURNAL OF BOTANY,closed,432,4,18,7,3,49,9
JOURNAL OF THERMAL BIOLOGY,closed,833,7,43,11,3,259,7
WATER POLICY,open,82,2,5,2,6,24,2
NUCLEAR PHYSICS A,closed,753,1,4,1,0,303,1
ARQUIVOS BRASILEIROS DE CARDIOLOGIA,open,951,7,90,8,0,226,8
KRITIKA KULTURA,closed,4,0,0,0,0,0,0
ADAPTATION-THE JOURNAL OF LITERATURE ON SCREEN STUDIES,open,15,0,1,0,0,9,1
RUSSIAN CHEMICAL REVIEWS,open,4,0,0,0,0,0,0
EARLY MODERN FRENCH STUDIES,open,7,0,0,0,0,2,0
MACHINING SCIENCE AND TECHNOLOGY,closed,227,0,0,0,0,3,0
PERSONNEL REVIEW,open,61,0,2,0,1,17,1
OXFORD GERMAN STUDIES,closed,155,1,3,0,0,20,3
IET NANOBIOTECHNOLOGY,closed,517,4,4,3,0,102,1
PTERIDINES,open,102,2,0,0,0,2,2
SINGAPORE MEDICAL JOURNAL,closed,11,0,0,0,0,0,0
INTERNATIONAL JOURNAL OF EXERGY,closed,406,3,0,3,0,0,0
HEALTH POLICY AND PLANNING,open,817,248,201,54,145,711,10
TRENDS IN COGNITIVE SCIENCES,closed,259,87,109,77,12,257,27
VETERINARY MICROBIOLOGY,open,294,8,28,8,6,165,9
BULLETIN OF THE COMEDIANTES,open,4,0,0,0,0,1,0
GEOBIOS,closed,258,8,18,5,0,81,67
NATURE PROTOCOLS,open,423,81,77,75,3,359,30
CATALYSIS TODAY,open,313,0,10,1,0,37,4
PEDIATRIC PHYSICAL THERAPY,open,33,0,22,0,1,32,0
JOURNAL OF THE HISTORY OF THE NEUROSCIENCES,open,15,0,0,0,0,7,0
COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,open,177,2,6,2,1,45,0
JOURNAL OF DEVELOPMENT EFFECTIVENESS,closed,138,15,11,2,22,74,0
INTERNATIONAL ENTREPRENEURSHIP AND MANAGEMENT JOURNAL,open,57,0,2,2,1,15,0
ANNALS OF CARDIOTHORACIC SURGERY,closed,2,0,0,0,0,0,0
NEUROLOGIST,closed,282,10,38,4,1,148,1
PHYSIOTHERAPY CANADA,open,234,2,30,4,3,105,2
AMERICAN JOURNAL OF BOTANY,closed,495,32,50,26,2,431,41
HEALTH EDUCATION JOURNAL,closed,439,24,31,14,19,189,2
MEASUREMENT SCIENCE REVIEW,open,297,0,0,0,0,5,0
SERVICE SCIENCE,open,22,0,0,1,0,3,0
DATA BASE FOR ADVANCES IN INFORMATION SYSTEMS,closed,31,1,1,0,0,4,0
ANNALES DE L INSTITUT HENRI POINCARE-ANALYSE NON LINEAIRE,closed,93,0,0,0,0,3,0
ANNALS OF THE MISSOURI BOTANICAL GARDEN,open,16,0,1,0,1,7,0
CHINA JOURNAL,open,10,0,1,0,0,6,0
ENVIRONMENTAL SCIENCE & TECHNOLOGY LETTERS,closed,321,32,24,44,6,202,7
MINERVA UROLOGICA E NEFROLOGICA,open,2,0,0,0,0,1,0
CANADIAN JOURNAL OF DIABETES,open,35,1,10,2,0,21,1
JOURNAL OF MACROMOLECULAR SCIENCE PART A-PURE AND APPLIED CHEMISTRY,closed,836,0,4,0,0,9,0
SOLVENT EXTRACTION AND ION EXCHANGE,open,20,0,1,0,0,0,0
COMBINATORICA,closed,106,0,0,0,0,2,0
ADANSONIA,open,5,0,0,0,0,2,1
GEOMECHANICS AND ENGINEERING,closed,330,0,0,0,0,0,0
MOLECULAR SYSTEMS BIOLOGY,open,387,75,115,70,0,379,24
INTERNATIONAL JOURNAL OF MENTAL HEALTH NURSING,closed,429,18,79,7,15,392,3
CARDIOVASCULAR PATHOLOGY,closed,407,0,14,3,1,202,4
BIOTECHNOLOGY AND BIOENGINEERING,open,379,12,76,32,1,196,7
COMPUTERS & INDUSTRIAL ENGINEERING,open,128,0,2,0,0,9,0
NEUROENDOCRINOLOGY,open,194,3,12,3,0,68,5
CURRENT HIV RESEARCH,open,59,0,0,0,2,2,0
JOURNAL OF MEDIA ECONOMICS,closed,60,2,2,2,1,19,0
JOURNAL OF SIMULATION,closed,166,0,2,0,1,22,4
GOLD BULLETIN,closed,63,0,0,0,0,3,0
JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY,open,310,64,29,19,35,282,22
HAEMATOLOGICA,closed,5,0,2,0,0,4,0
CLINICAL AND EXPERIMENTAL HYPERTENSION,closed,706,3,27,4,5,125,0
PULMONARY PHARMACOLOGY & THERAPEUTICS,closed,487,3,15,11,17,221,7
JOURNAL OF MICROENCAPSULATION,open,25,0,0,0,0,5,0
NETHERLANDS QUARTERLY OF HUMAN RIGHTS,closed,73,2,0,1,1,9,0
TRANSPORTMETRICA B-TRANSPORT DYNAMICS,open,20,0,3,0,0,4,1
PSIHOLOGIJA,open,191,1,0,0,0,2,1
JOURNAL DE MYCOLOGIE MEDICALE,open,9,0,1,0,0,5,0
INTERNATIONAL JOURNAL OF CHILDRENS SPIRITUALITY,closed,142,0,7,1,0,20,1
BIOSOCIETIES,open,51,31,5,2,1,40,1
ACTA OECONOMICA,open,128,0,1,0,0,2,0
INLAND WATERS,closed,179,1,1,0,0,22,2
LABORATORY PHONOLOGY,open,100,0,23,0,0,15,0
CONTEMPORARY PROBLEMS OF ECOLOGY,closed,651,2,3,0,1,17,5
ENVIRONMENTAL & RESOURCE ECONOMICS,open,248,20,17,9,13,75,3
JOURNAL OF ADVANCED NURSING,open,349,9,105,27,17,337,4
BIOORGANIC & MEDICINAL CHEMISTRY,closed,3928,26,171,81,2,789,34
JOURNAL OF FIELD ROBOTICS,open,90,2,11,3,1,19,1
JAHRBUCHER FUR GESCHICHTE OSTEUROPAS,closed,13,0,0,0,0,0,0
JOURNAL OF ENGINEERED FIBERS AND FABRICS,closed,1,0,0,0,0,0,0
JOURNAL OF CAREER ASSESSMENT,open,20,1,0,1,0,9,0
JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY,open,68,0,0,2,0,4,1
CRITICAL PUBLIC HEALTH,open,87,34,22,11,7,76,2
BRITISH JOURNAL OF MIDDLE EASTERN STUDIES,open,16,1,2,1,0,8,1
RECENT PATENTS ON NANOTECHNOLOGY,open,1,0,0,0,0,0,0
YONAGO ACTA MEDICA,open,42,0,0,0,0,2,0
HISTORY OF THE HUMAN SCIENCES,closed,189,27,59,4,0,125,3
APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,open,704,22,30,17,4,315,19
AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY,open,396,37,141,67,24,276,5
JOURNAL OF NAVIGATION,closed,228,0,1,0,0,6,0
EUROPEAN URBAN AND REGIONAL STUDIES,closed,166,2,10,1,7,48,3
LWT-FOOD SCIENCE AND TECHNOLOGY,closed,4118,31,72,41,4,282,6
COMBINATORICS PROBABILITY & COMPUTING,open,245,2,1,0,0,82,0
AUSTRALIAN JOURNAL OF ANTHROPOLOGY,closed,141,0,10,3,9,31,4
PHARMACOLOGY,closed,512,3,12,9,0,115,3
PALLIATIVE & SUPPORTIVE CARE,closed,460,3,26,10,11,264,0
CIENCIA FLORESTAL,open,347,1,0,0,0,0,0
ALLERGY AND ASTHMA PROCEEDINGS,closed,505,8,84,16,10,317,8
JOURNAL OF DESTINATION MARKETING & MANAGEMENT,open,49,0,3,1,0,30,0
ENDOCRINE PRACTICE,closed,907,11,48,44,8,191,16
ORTHODONTICS & CRANIOFACIAL RESEARCH,closed,196,12,19,0,0,51,2
INVENTIONES MATHEMATICAE,closed,82,2,2,1,0,9,2
CURRENT PAIN AND HEADACHE REPORTS,open,39,4,6,5,0,28,2
FRONTIERS IN IMMUNOLOGY,open,7453,247,625,269,23,6435,166
PLANT CELL REPORTS,open,111,2,12,3,2,65,1
SOLID FUEL CHEMISTRY,closed,432,0,2,0,0,0,0
JOURNAL OF PARENTERAL AND ENTERAL NUTRITION,open,127,9,61,11,7,113,2
X-RAY SPECTROMETRY,open,48,1,2,4,0,7,0
MOLECULAR IMMUNOLOGY,closed,1306,15,44,13,3,631,16
JCPSP-JOURNAL OF THE COLLEGE OF PHYSICIANS AND SURGEONS PAKISTAN,open,43,0,0,0,0,5,0
PHILOSOPHY EAST & WEST,closed,221,0,1,2,0,16,5
CANADIAN JOURNAL OF EXPERIMENTAL PSYCHOLOGY-REVUE CANADIENNE DE PSYCHOLOGIE EXPERIMENTALE,open,35,1,2,2,0,14,0
JOURNAL OF KOREA TRADE,closed,66,0,0,1,0,6,0
MOLECULAR CELL,closed,488,80,131,144,0,480,33
PCI JOURNAL,closed,2,0,0,0,0,2,0
ACS OMEGA,open,1407,15,23,21,0,426,6
PERSPECTIVES ON SEXUAL AND REPRODUCTIVE HEALTH,open,80,12,14,13,11,71,2
BIOCATALYSIS AND BIOTRANSFORMATION,open,27,0,2,0,0,13,0
FORENSIC SCIENCE MEDICINE AND PATHOLOGY,closed,385,12,17,18,2,185,2
MOLECULAR CANCER THERAPEUTICS,open,1673,62,109,99,3,939,39
JOURNAL OF THE AMERICAN ACADEMY OF NURSE PRACTITIONERS,open,15,0,1,2,0,11,1
CANCER RESEARCH,open,3822,259,799,569,19,3246,135
TEXTILE-THE JOURNAL OF CLOTH & CULTURE,open,1,0,0,0,0,0,0
INTERNATIONAL JOURNAL OF LEXICOGRAPHY,open,11,0,1,0,0,5,0
FRONTIERS OF EARTH SCIENCE,closed,396,7,4,1,2,108,1
JOURNAL OF PERIANESTHESIA NURSING,open,12,0,2,0,0,6,0
DYNAMICS OF PARTIAL DIFFERENTIAL EQUATIONS,open,49,0,0,0,0,1,0
INTERNATIONAL JOURNAL OF MATERIALS & PRODUCT TECHNOLOGY,open,18,0,0,0,0,0,0
INTERIORS-DESIGN ARCHITECTURE CULTURE,closed,92,0,1,0,0,8,0
ALZHEIMERS & DEMENTIA,closed,404,78,218,191,29,359,10
IMPLEMENTATION SCIENCE,open,1065,66,190,39,110,1052,6
BEHAVIOR THERAPY,closed,312,20,61,20,14,240,7
ACS COMBINATORIAL SCIENCE,open,115,2,35,3,0,29,1
BRITISH JOURNAL OF HEALTH PSYCHOLOGY,closed,234,32,28,20,10,200,8
ARS MATHEMATICA CONTEMPORANEA,open,133,0,0,0,0,3,0
NATURAL LANGUAGE ENGINEERING,open,48,2,0,1,0,19,1
INDIAN JOURNAL OF ANIMAL SCIENCES,open,1,0,0,0,0,1,0
JOURNAL OF PROSTHETIC DENTISTRY,open,66,2,10,0,0,18,0
ORGANIZATIONAL RESEARCH METHODS,open,36,5,4,0,2,28,1
JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT,open,101,1,1,3,3,19,1
CURRENT ANTHROPOLOGY,open,93,20,31,18,3,65,7
INTERNATIONAL JOURNAL OF COGNITIVE THERAPY,closed,115,1,12,2,0,33,1
JOURNAL OF MICROBIOLOGY IMMUNOLOGY AND INFECTION,open,697,11,22,6,4,261,5
PHYSICS TEACHER,open,71,9,18,3,0,52,1
JOURNAL OF ELECTROANALYTICAL CHEMISTRY,open,247,0,10,1,0,19,1
JOURNAL OF ATMOSPHERIC AND SOLAR-TERRESTRIAL PHYSICS,closed,1256,56,55,9,1,640,7
CHEMICO-BIOLOGICAL INTERACTIONS,closed,1610,15,58,31,6,411,7
JOURNAL OF STRUCTURAL BIOLOGY,closed,738,13,18,8,0,232,17
JOURNAL OF MODERN OPTICS,closed,1565,1,5,0,0,29,4
BIOCHEMICAL SYSTEMATICS AND ECOLOGY,open,85,1,2,0,0,9,0
NORTH AMERICAN JOURNAL OF ECONOMICS AND FINANCE,open,88,1,1,0,1,6,0
JOURNAL OF HELLENIC STUDIES,closed,60,1,1,1,0,3,2
ETUDES LITTERAIRES,open,111,0,0,0,0,2,0
ZOOLOGICHESKY ZHURNAL,closed,798,0,0,0,0,1,1
HEALTH SERVICES RESEARCH,closed,316,122,30,50,4,239,0
INTERFACE FOCUS,open,429,30,45,28,3,191,12
INJURY-INTERNATIONAL JOURNAL OF THE CARE OF THE INJURED,closed,2906,55,174,71,85,822,30
HOUSING THEORY & SOCIETY,closed,110,0,5,3,11,43,0
CONTEMPORARY EDUCATIONAL PSYCHOLOGY,closed,290,12,11,14,8,110,5
LEARNING & MEMORY,closed,10,0,0,0,0,4,0
PROBLEMS OF POST-COMMUNISM,closed,185,9,10,4,1,98,5
TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY,closed,805,13,51,13,8,240,6
JOURNAL OF PERIODONTAL RESEARCH,closed,604,23,43,7,6,193,4
JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS,closed,284,6,23,9,10,88,8
JOURNAL OF ECOLOGY,closed,413,164,165,29,4,380,7
JOURNAL OF EMPIRICAL LEGAL STUDIES,open,41,4,1,4,2,22,4
COMPUTERS & GRAPHICS-UK,closed,589,1,5,1,0,73,2
JOURNAL OF MARINE ENGINEERING AND TECHNOLOGY,closed,69,0,1,1,0,4,2
JOURNAL FOR EAST EUROPEAN MANAGEMENT STUDIES,closed,11,0,0,0,0,0,0
APPLIED MATERIALS TODAY,closed,68,0,5,2,0,14,0
JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY,open,21,0,0,0,0,10,0
JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION,open,111,4,12,3,1,50,1
STATISTICAL APPLICATIONS IN GENETICS AND MOLECULAR BIOLOGY,open,114,4,2,0,0,40,0
BRITISH JOURNAL OF NEUROSURGERY,open,27,0,1,0,0,13,0
REVUE DES SCIENCES PHILOSOPHIQUES ET THEOLOGIQUES,closed,111,0,0,0,0,0,0
CURRENT NANOSCIENCE,open,15,0,0,1,0,1,0
REVIEW OF ECONOMICS AND STATISTICS,open,340,72,23,46,93,194,16
LIVESTOCK SCIENCE,closed,1729,21,35,11,10,164,11
INSTRUCTIONAL SCIENCE,open,64,3,32,3,1,50,1
CLASSICAL AND QUANTUM GRAVITY,open,2519,191,481,54,0,2091,43
JOURNAL OF CYTOLOGY,open,416,2,13,3,1,48,2
FORMAL METHODS IN SYSTEM DESIGN,open,80,0,1,0,0,5,1
FOOD ENGINEERING REVIEWS,open,15,0,0,0,0,1,0
NEUROLOGICAL SCIENCES AND NEUROPHYSIOLOGY,open,33,0,0,0,0,0,1
JOURNAL OF SPORTS ECONOMICS,open,45,4,2,7,0,38,0
COMPARATIVE EDUCATION REVIEW,closed,120,7,12,11,11,51,2
PHARMACOLOGICAL RESEARCH,open,270,11,29,17,1,134,11
JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,closed,269,2,4,11,1,36,5
MARINE GEODESY,open,22,0,1,1,0,5,0
INDAGATIONES MATHEMATICAE-NEW SERIES,closed,299,0,2,0,0,4,0
CURRENT BIOLOGY,open,2355,931,1042,979,42,2151,278
AMERICAN JOURNAL OF OTOLARYNGOLOGY,closed,1038,6,43,8,12,375,3
ANNALS OF HUMAN GENETICS,open,188,12,14,13,0,107,3
CIRCULATION-CARDIOVASCULAR INTERVENTIONS,open,657,23,84,81,18,391,5
PLANT SOIL AND ENVIRONMENT,open,612,0,1,0,1,1,1
TECTONICS,closed,346,37,19,6,0,78,7
BULLETON OF THE JOHN RYLANDS LIBRARY,open,9,0,0,0,0,0,0
MATERIALS HORIZONS,closed,291,10,113,22,0,173,1
BULLETIN OF EARTHQUAKE ENGINEERING,open,146,1,4,2,8,29,4
PSYCHOLOGY CRIME & LAW,closed,337,22,22,9,17,232,3
PHOSPHORUS SULFUR AND SILICON AND THE RELATED ELEMENTS,closed,1475,1,12,1,1,7,0
INTERNATIONAL JOURNAL OF ELECTRONICS,closed,931,0,1,0,0,10,1
INTERNATIONAL JOURNAL OF IMMUNOGENETICS,open,25,0,1,0,0,12,1
SOCIOLOGUS,closed,39,0,0,0,1,1,0
ARCHIVES OF OTOLARYNGOLOGY-HEAD & NECK SURGERY,closed,16,0,3,1,0,3,0
JOURNAL OF TISSUE VIABILITY,closed,150,5,9,2,2,49,0
Annual Review of Nutrition,closed,107,13,31,14,6,77,10
NEW LITERARY HISTORY,open,19,0,1,0,0,5,0
THEOLOGICAL STUDIES,open,12,0,0,0,0,1,2
INTERNATIONAL JOURNAL OF SURFACE SCIENCE AND ENGINEERING,open,10,0,0,0,0,0,0
INTERNATIONAL JOURNAL OF OFFSHORE AND POLAR ENGINEERING,closed,154,0,0,0,0,0,0
JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART A,closed,2131,18,62,59,2,417,6
COMPUTER PHYSICS COMMUNICATIONS,closed,1070,4,15,5,1,75,12
IEEE CONTROL SYSTEMS MAGAZINE,closed,155,2,2,1,0,15,1
CYBERNETICS AND SYSTEMS,open,23,0,0,0,0,3,0
DISCRETE DYNAMICS IN NATURE AND SOCIETY,open,1872,0,4,1,0,124,2
WAR & SOCIETY,closed,97,0,2,0,0,36,3
JOURNAL OF MOLECULAR CELL BIOLOGY,open,275,15,20,8,0,159,6
JOURNAL OF MARITAL AND FAMILY THERAPY,closed,283,59,33,10,5,169,6
ORTHOPADE,closed,778,1,220,4,2,66,1
POPULATION RESEARCH AND POLICY REVIEW,closed,166,9,45,13,4,112,1
PHYSIOLOGIA PLANTARUM,closed,784,8,99,6,0,315,8
JOURNAL OF PLASTIC RECONSTRUCTIVE AND AESTHETIC SURGERY,closed,1707,8,98,19,12,451,10
ENGLISH STUDIES,open,28,1,1,0,0,11,0
MELUS,open,30,0,10,0,0,10,0
JOURNAL OF LATINA-O PSYCHOLOGY,closed,63,3,1,1,0,10,1
SPECTROCHIMICA ACTA PART A-MOLECULAR AND BIOMOLECULAR SPECTROSCOPY,closed,7376,32,85,7,2,525,6
JOURNAL OF EXPERIMENTAL CHILD PSYCHOLOGY,closed,781,47,78,54,10,468,8
STRESS AND HEALTH,open,45,2,6,10,1,23,0
JOURNAL OF PSYCHOLOGY IN AFRICA,open,48,1,1,0,0,6,1
JOURNAL OF SPORT & SOCIAL ISSUES,open,25,1,2,1,1,21,0
CANADIAN REVIEW OF AMERICAN STUDIES,closed,142,0,23,1,0,48,2
AQUACULTURAL ENGINEERING,open,56,0,5,0,0,26,0
EVOLUTIONARY APPLICATIONS,open,672,140,153,80,11,545,40
ACM TRANSACTIONS ON INTERNET TECHNOLOGY,closed,141,1,3,0,0,31,0
JOURNAL OF LOW TEMPERATURE PHYSICS,closed,1100,1,2,3,0,16,4
INJURY PREVENTION,open,181,51,99,52,26,167,7
CEPHALALGIA,closed,765,44,135,67,9,471,18
GYNECOLOGIE OBSTETRIQUE & FERTILITE,open,2,0,1,0,0,0,0
INNOVATION-MANAGEMENT POLICY & PRACTICE,closed,18,0,0,0,0,3,0
PHILOLOGUS,open,12,0,0,0,0,0,0
EUROPEAN JOURNAL OF AGEING,closed,44,0,2,1,0,16,0
AMERICAN JOURNAL OF PHARMACEUTICAL EDUCATION,closed,3,0,0,0,0,2,0
JOURNAL OF VIBRATION ENGINEERING & TECHNOLOGIES,closed,45,0,0,0,0,0,0
EARLY MEDIEVAL CHINA,closed,31,0,0,0,0,4,0
JOURNAL OF INDIAN PHILOSOPHY,closed,180,0,5,0,0,22,14
INTERNATIONAL JOURNAL OF SHOULDER SURGERY,open,110,0,3,3,2,15,0
ECOSYSTEMS,closed,569,23,48,27,18,340,6
JOURNAL OF ORGANIZATIONAL CHANGE MANAGEMENT,closed,372,1,5,4,3,59,2
WORLD JOURNAL OF UROLOGY,closed,1344,16,50,30,23,423,7
